dataset_id,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT
2285,391.34,3324.19,30,7,130,,consolidated communications,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,75040,TX,5/13/2017 11:50:5,1991-01-17 00:00:00,6/8/2021 12:49:22,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021
2286,4.51,16198.41,47,4,76,5/11/2021 9:7:20,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95747,CA,6/18/2021 15:45:37,1985-01-10 00:00:00,7/6/2021 18:0:51,7/6/2021,SCHPMT,P2P_COMMIT,P2P,7/6/2021
2287,21.26,3022.27,68,5,570,,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,86503,AZ,6/29/2019 12:42:44,1987-12-17 00:00:00,5/3/2021 12:0:51,5/3/2021,SCHPMT,P2P_COMMIT,P2P,5/3/2021
2288,489.12,1849.51,60,7,0,,t-mobile usa  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,97403,OR,5/18/2020 17:12:36,1967-09-10 00:00:00,4/13/2021 14:18:57,4/13/2021,SCHPMT,P2P_COMMIT,P2P,4/13/2021
2289,482.53,299.14,74,4,2747,5/1/2020 16:6:33,t-mobile usa  inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,56283,MN,,1988-02-21 00:00:00,1/22/2021 12:6:33,1/22/2021,SCHPMT,P2P_COMMIT,P2P,1/22/2021
2290,490.98,2129.16,67,5,688,3/29/2020 12:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,78043,TX,5/31/2018 11:21:38,2014-06-30 00:00:00,2/9/2021 18:14:46,2/9/2021,SCHPMT,P2P_COMMIT,P2P,2/9/2021
2291,489.83,3222.85,51,4,0,4/18/2020 10:59:19,,,,ONLN,,UN_PWD,ALLOW,84604,UT,11/1/2020 23:50:5,2017-09-28 00:00:00,5/21/2021 10:59:19,5/21/2021,SCHPMT,P2P_COMMIT,P2P,5/21/2021
2292,393.21,0,63,8,234,4/28/2018 4:43:9,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,33172,FL,,1998-10-01 00:00:00,6/13/2021 19:43:9,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021
2293,475.17,0,28,8,544,12/18/2020 1:56:51,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,94609,CA,9/8/2020 6:24:53,1998-12-24 00:00:00,3/3/2021 19:56:51,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021
2294,134.3,2315.17,67,5,0,4/2/2021 15:27:55,charter communications inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,94608,CA,,2003-11-28 00:00:00,7/24/2021 11:27:55,7/24/2021,SCHPMT,P2P_COMMIT,P2P,7/24/2021
2295,163.23,7194.85,23,4,1647,3/7/2017 4:32:56,comcast cable communications  llc,southwest,california,MOBL,DESKTOP,AFA_PL,ALLOW,79907,TX,,1980-11-14 00:00:00,5/4/2021 18:32:56,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021
2296,485.87,3790.83,43,2,0,3/3/2020 10:14:27,,,,ONLN,MOBILE,UN_PWD,ALLOW,75182,TX,5/1/2020 10:50:5,1985-09-11 00:00:00,7/22/2021 12:14:27,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021
2297,466.4,15711.89,77,4,130,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,88310,NM,5/8/2017 6:38:43,2004-08-10 00:00:00,7/22/2021 4:9:5,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021
2298,472.1,0,61,10,112,4/18/2019 4:32:33,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95618,CA,,1983-12-15 00:00:00,4/27/2021 10:32:33,4/27/2021,SCHPMT,P2P_COMMIT,P2P,4/27/2021
2299,490.37,3384.6,64,8,1065,,,,,ONLN,DESKTOP,UN_PWD,ALLOW,90713,CA,5/6/2017 9:8:32,1996-04-01 00:00:00,6/11/2021 10:53:12,6/11/2021,SCHPMT,P2P_COMMIT,P2P,6/11/2021
2300,1.33,0,61,5,522,2/15/2018 15:26:6,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,91702,CA,6/23/2020 6:45:37,1995-12-02 00:00:00,6/24/2021 16:26:6,6/24/2021,SCHPMT,P2P_COMMIT,P2P,6/24/2021
2301,454.74,1515.41,51,4,1942,,,,,MOBL,MOBILE,FACE_ID,ALLOW,77005,TX,,1995-01-14 00:00:00,2/3/2021 12:19:6,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021
2302,492.43,3009.71,66,2,1217,8/12/2021 17:58:13,,,,ONLN,DESKTOP,UN_PWD,ALLOW,77345,TX,,2003-11-01 00:00:00,3/5/2021 13:58:13,3/5/2021,SCHPMT,P2P_COMMIT,P2P,3/5/2021
2303,0.01,0,35,6,20,11/18/2021 10:43:44,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,86004,AZ,7/29/2018 14:59:44,2001-09-17 00:00:00,1/4/2021 18:43:44,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021
2304,490.94,9492.21,81,36,37,,highwinds network group  inc.,great lakes,illinois,MOBL,MOBILE,AFA_PL,ALLOW,30096,GA,6/10/2021 11:38:59,1967-05-12 00:00:00,3/5/2021 22:7:42,3/5/2021,SCHPMT,P2P_COMMIT,P2P,3/5/2021
2305,10.86,26860.79,60,54,100,1/24/2020 4:3:10,att services inc,northeast,new york,ONLN,MOBILE,AFA_PL,ALLOW,75040,TX,,1980-12-23 00:00:00,4/24/2021 12:3:10,4/24/2021,SCHPMT,P2P_COMMIT,P2P,4/24/2021
2306,59.22,10123.09,63,4,178,12/14/2021 7:7:20,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85086,AZ,12/8/2019 16:44:36,1963-04-03 00:00:00,3/10/2021 10:0:51,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021
2307,0.01,842.8,61,3,107,3/15/2021 16:57:22,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,93108,CA,,1999-07-31 00:00:00,7/8/2021 7:57:22,7/8/2021,SCHPMT,P2P_COMMIT,P2P,7/8/2021
2308,4.14,38.26,39,6,690,9/24/2017 4:3:42,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,63123,MO,7/11/2020 6:45:59,1987-05-21 00:00:00,2/3/2021 16:3:42,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021
2309,46.02,1351.47,34,9,48,,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,95148,CA,11/13/2019 6:45:37,2017-02-11 00:00:00,4/25/2021 9:22:41,4/25/2021,SCHPMT,P2P_COMMIT,P2P,4/25/2021
2310,487.65,4191.61,34,2,763,2/21/2021 19:9:21,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85387,AZ,,2008-11-17 00:00:00,6/12/2021 18:9:21,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021
2311,0.01,0,61,13,458,2/18/2020 4:22:21,,,,ONLN,MOBILE,UN_PWD,ALLOW,92019,CA,7/8/2019 6:40:49,1998-02-27 00:00:00,1/3/2021 10:22:21,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021
2312,63.34,11603.2,18,6,179,7/26/2017 5:14:57,cisco systems  inc.,south central,texas,MOBL,DESKTOP,AFA_BM,ALLOW,85132,AZ,,1962-10-05 00:00:00,6/27/2021 10:14:57,6/27/2021,SCHPMT,P2P_COMMIT,P2P,6/27/2021
2313,0.01,0,47,2,45,8/28/2020 4:20:59,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,99336,WA,,2004-04-24 00:00:00,5/1/2021 18:20:59,5/1/2021,SCHPMT,P2P_COMMIT,P2P,5/1/2021
2314,480.12,23127.99,60,6,653,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95620,CA,,1983-11-07 00:00:00,2/27/2021 11:24:3,2/27/2021,SCHPMT,P2P_COMMIT,P2P,2/27/2021
2315,142.97,0,60,11,206,5/18/2020 4:8:53,,,,MOBL,MOBILE,UN_PWD,ALLOW,43025,OH,,2013-01-13 00:00:00,2/17/2021 5:8:53,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021
2316,6.43,472.19,60,4,118,4/3/2019 7:43:10,charter communications inc,southwest,california,ONLN,,UN_PWD,ALLOW,89169,NV,,1990-07-17 00:00:00,5/8/2021 16:43:10,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021
2317,488.18,3056.39,65,4,0,12/9/2019 16:15:58,,,,ONLN,DESKTOP,UN_PWD,ALLOW,36360,AL,5/0/2017 14:18:40,2020-07-03 00:00:00,7/21/2021 10:15:58,7/21/2021,SCHPMT,P2P_COMMIT,P2P,7/21/2021
2318,93.08,318.67,67,8,1193,3/18/2018 7:5:46,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,98221,WA,12/20/2020 20:47:8,1990-05-15 00:00:00,3/19/2021 9:5:46,3/19/2021,SCHPMT,P2P_COMMIT,P2P,3/19/2021
2319,469.38,233.78,62,2,1304,11/26/2017 4:27:4,cox communications inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,80831,CO,,2018-01-18 00:00:00,1/27/2021 10:27:4,1/27/2021,SCHPMT,P2P_COMMIT,P2P,1/27/2021
2320,10.42,5203.31,57,3,2168,4/18/2017 4:7:20,charter communications,mountain,colorado,ONLN,MOBILE,UN_PWD,ALLOW,85254,AZ,3/8/2019 17:45:37,1960-08-14 00:00:00,6/25/2021 23:0:51,6/25/2021,SCHPMT,P2P_COMMIT,P2P,6/25/2021
2321,494.04,10387.1,67,3,1287,11/21/2021 16:1:0,,,,ONLN,DESKTOP,UN_PWD,ALLOW,78006,TX,5/9/2017 14:38:3,1996-09-18 00:00:00,2/28/2021 11:1:0,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
2322,31.26,0,50,6,717,9/2/2017 9:7:20,,,,MOBL,MOBILE,UN_PWD,ALLOW,37205,TN,1/8/2019 6:45:37,1988-01-18 00:00:00,5/16/2021 10:0:51,5/16/2021,SCHPMT,P2P_COMMIT,P2P,5/16/2021
2323,0.01,0,62,3,733,,att services inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,95831,CA,,1962-07-29 00:00:00,1/4/2021 14:15:4,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021
2324,41.15,895.8,74,8,1010,5/25/2020 17:29:33,cyber internet services (pvt) ltd.,unknown,punjab,ONLN,,UN_PWD,ALLOW,92391,CA,5/10/2020 8:15:26,1980-08-13 00:00:00,1/16/2021 7:29:33,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021
2325,0.39,0,23,5,2082,5/18/2021 20:7:20,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,75038,TX,,2017-07-08 00:00:00,3/14/2021 21:0:51,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021
2326,2.57,0,72,4,15,5/18/2020 4:8:53,charter communications,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,30296,GA,6/8/2021 8:29:20,2003-02-10 00:00:00,1/30/2021 14:8:53,1/30/2021,SCHPMT,P2P_COMMIT,P2P,1/30/2021
2327,494.73,2016.94,79,3,825,6/29/2020 12:59:22,telefonica venezolana  c.a.,unknown,distrito capital,ONLN,DESKTOP,UN_PWD,ALLOW,77494,TX,,2001-12-28 00:00:00,8/5/2021 16:59:22,8/5/2021,SCHPMT,P2P_COMMIT,P2P,8/5/2021
2328,4.09,2147.35,61,3,79,,comcast,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,77083,TX,9/25/2020 6:45:37,1980-06-30 00:00:00,2/4/2021 9:0:51,2/4/2021,SCHPMT,P2P_COMMIT,P2P,2/4/2021
2329,492.99,29383.62,76,4,965,6/28/2021 10:56:55,t-mobile usa  inc.,southeast,florida,MOBL,DESKTOP,FACE_ID,ALLOW,98077,WA,,2003-02-02 00:00:00,5/20/2021 12:14:46,5/20/2021,SCHPMT,P2P_COMMIT,P2P,5/20/2021
2330,492.99,1516.09,56,10,1157,11/30/2021 10:55:55,,,,MOBL,,UN_PWD,ALLOW,7011,NJ,5/9/2020 12:32:31,1994-08-08 00:00:00,2/6/2021 8:55:55,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021
2331,496.88,3034.69,73,5,406,4/3/2020 13:13:48,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,78738,TX,9/0/2021 17:50:5,1977-08-12 00:00:00,7/16/2021 8:13:48,7/16/2021,SCHPMT,P2P_COMMIT,P2P,7/16/2021
2332,495.25,2811.68,93,20,641,9/8/2021 11:10:59,bevcomm,great lakes,minnesota,ONLN,,FACE_ID,ALLOW,30041,GA,3/27/2020 9:16:41,2000-11-09 00:00:00,6/12/2021 12:10:59,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021
2333,34.94,195952.8,85,3,55,11/19/2018 1:3:27,cellco partnership dba verizon wireless,south central,missouri,ONLN,DESKTOP,UN_PWD,ALLOW,55372,MN,10/14/2019 12:45:37,2010-10-10 00:00:00,5/8/2021 7:3:27,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021
2334,975.89,2264.32,26,6,68,,cox communications inc.,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,90011,CA,,1968-08-01 00:00:00,1/2/2021 8:39:30,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021
2335,490.91,10533.03,19,4,754,10/17/2021 9:56:55,google fiber inc.,south central,texas,MOBL,DESKTOP,UN_PWD,ALLOW,84062,UT,,2003-11-22 00:00:00,4/7/2021 12:14:46,4/7/2021,SCHPMT,P2P_COMMIT,P2P,4/7/2021
2336,88.9,7711.8,57,10,183,8/26/2020 11:8:47,comcast,southwest,california,MOBL,TABLET,UN_PWD,CHALLENGE_SUCCESS,90056,CA,7/27/2017 11:42:56,2004-12-10 00:00:00,2/28/2021 9:8:47,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
2337,5.25,2178.36,74,5,1594,4/3/2017 16:6:48,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77095,TX,,1998-11-18 00:00:00,2/16/2021 10:6:48,2/16/2021,SCHPMT,P2P_COMMIT,P2P,2/16/2021
2338,26.29,11217.51,37,14,727,,charter communications,mountain,colorado,ONLN,,TOUCH_ID,CHALLENGE_SUCCESS,90019,CA,1/6/2020 4:45:37,1995-07-12 00:00:00,2/14/2021 14:29:14,2/14/2021,SCHPMT,P2P_COMMIT,P2P,2/14/2021
2339,0.01,0,35,5,90,2/27/2020 5:7:20,frontier communications of america  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,95825,CA,,1991-07-01 00:00:00,4/26/2021 17:0:51,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021
2340,493.97,2516.74,53,3,350,5/30/2021 12:42:34,inteliquent  inc.,southwest,california,ONLN,DESKTOP,TOUCH_ID,ALLOW,75080,TX,,1969-08-25 00:00:00,4/7/2021 11:42:34,4/7/2021,SCHPMT,P2P_COMMIT,P2P,4/7/2021
2341,13.55,0,70,5,2233,5/13/2019 0:51:0,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,89431,NV,,2002-04-09 00:00:00,1/26/2021 4:51:0,1/26/2021,SCHPMT,P2P_COMMIT,P2P,1/26/2021
2342,0.01,718.13,63,2,72,11/7/2017 4:48:1,charter communications inc,southwest,california,MOBL,,UN_PWD,ALLOW,33178,FL,,1994-10-26 00:00:00,7/9/2021 11:48:1,7/9/2021,SCHPMT,P2P_COMMIT,P2P,7/9/2021
2343,130.16,1858.79,14,16,405,2/2/2021 19:19:41,comcast,mid atlantic,new jersey,MOBL,,UN_PWD,ALLOW,94571,CA,3/10/2020 11:22:13,2003-04-21 00:00:00,7/29/2021 17:19:41,7/29/2021,SCHPMT,P2P_COMMIT,P2P,7/29/2021
2344,496.19,2680.23,48,4,1637,9/14/2020 17:19:3,mci communications services  inc. d/b/a verizon business,mid atlantic,pennsylvania,ONLN,MOBILE,AFA_PL,ALLOW,79606,TX,12/5/2019 14:28:23,2009-02-01 00:00:00,4/30/2021 12:19:3,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021
2345,20.45,1565.49,49,6,976,,charter communications,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,87102,NM,,2008-10-30 00:00:00,2/17/2021 23:6:32,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021
2346,476.89,157771.97,17,11,671,5/8/2020 4:42:7,cox communications inc.,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,91915,CA,2/8/2018 9:48:22,1941-11-11 00:00:00,2/24/2021 15:42:7,2/24/2021,SCHPMT,P2P_COMMIT,P2P,2/24/2021
2347,0.01,5319.08,43,6,38,12/8/2018 5:30:6,cox communications inc.,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,95963,CA,,1992-01-30 00:00:00,6/13/2021 16:30:6,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021
2348,458.29,2798.51,56,10,1380,,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,90220,CA,,1998-11-13 00:00:00,6/7/2021 8:28:18,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021
2349,18.33,15365.52,61,5,940,2/28/2021 4:2:17,cellco partnership dba verizon wireless,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55438,MN,7/22/2019 10:45:37,1995-08-30 00:00:00,4/5/2021 20:2:17,4/5/2021,SCHPMT,P2P_COMMIT,P2P,4/5/2021
2350,484.76,3710.84,57,5,957,6/25/2020 9:5:58,,,,ONLN,MOBILE,UN_PWD,ALLOW,77493,TX,5/0/2019 23:57:16,2019-07-17 00:00:00,3/9/2021 13:5:58,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021
2351,13.06,77979.21,75,9,278,10/27/2019 7:58:29,west coast internet incorporated,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,82609,WY,,2018-07-01 00:00:00,6/13/2021 19:58:29,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021
2352,0.01,568.31,44,4,457,2/3/2020 11:49:14,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89521,NV,,2018-07-19 00:00:00,2/18/2021 6:49:14,2/18/2021,SCHPMT,P2P_COMMIT,P2P,2/18/2021
2353,480.5,17.27,37,6,536,5/30/2020 15:7:20,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78593,TX,,1993-12-26 00:00:00,8/18/2021 12:0:51,8/18/2021,SCHPMT,P2P_COMMIT,P2P,8/18/2021
2354,454.98,0,68,12,284,3/17/2017 3:51:23,charter communications,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,55129,MN,5/8/2020 17:45:37,1998-04-01 00:00:00,3/6/2021 9:51:23,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
2355,491.6,3507.3,47,8,0,2/2/2020 7:56:55,,,,ONLN,,UN_PWD,CHALLENGE_SUCCESS,75024,TX,10/7/2020 23:41:26,2003-10-03 00:00:00,3/5/2021 13:14:46,3/5/2021,SCHPMT,P2P_COMMIT,P2P,3/5/2021
2356,35.31,0,61,5,1103,1/26/2021 4:6:59,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,94565,CA,,2017-07-29 00:00:00,2/4/2021 10:6:59,2/4/2021,SCHPMT,P2P_COMMIT,P2P,2/4/2021
2357,489.64,2645.53,31,5,0,1/10/2021 12:48:59,frontier communications of america  inc.,great lakes,minnesota,ONLN,MOBILE,UN_PWD,ALLOW,92805,CA,5/8/2020 23:50:5,1985-12-03 00:00:00,7/7/2021 10:48:59,7/7/2021,SCHPMT,P2P_COMMIT,P2P,7/7/2021
2358,17.79,2329.29,60,9,1092,,t-mobile usa  inc.,northeast,new york,ONLN,MOBILE,AFA_PL,ALLOW,94306,CA,6/7/2019 15:45:37,2018-01-15 00:00:00,5/10/2021 17:0:51,5/10/2021,SCHPMT,P2P_COMMIT,P2P,5/10/2021
2359,488.07,3007.31,70,3,68,11/18/2021 17:53:9,,,,MOBL,DESKTOP,UN_PWD,ALLOW,79761,TX,6/0/2019 10:24:31,1998-11-15 00:00:00,1/11/2021 15:53:9,1/11/2021,SCHPMT,P2P_COMMIT,P2P,1/11/2021
2360,25.6,5981.24,65,24,1520,9/15/2021 9:7:20,hughes network systems,southwest,california,MOBL,MOBILE,AFA_BM,ALLOW,91201,CA,,2013-01-27 00:00:00,4/17/2021 10:0:51,4/17/2021,SCHPMT,P2P_COMMIT,P2P,4/17/2021
2361,475.13,3024.63,35,24,43,,frontier communications of america  inc.,southwest,california,MOBL,DESKTOP,FACE_ID,ALLOW,37760,TN,10/10/2019 14:23:9,1983-11-15 00:00:00,7/11/2021 6:11:4,7/11/2021,SCHPMT,P2P_COMMIT,P2P,7/11/2021
2362,455.81,0,68,7,51,12/23/2018 9:49:51,at&t mobility llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77459,TX,12/4/2018 7:45:37,1992-01-21 00:00:00,7/23/2021 13:49:51,7/23/2021,SCHPMT,P2P_COMMIT,P2P,7/23/2021
2363,490.06,1648.76,56,22,0,,orbitel communications  llc,southwest,arizona,ONLN,DESKTOP,FACE_ID,CHALLENGE_ISSUED,73507,OK,7/2/2020 7:50:5,2021-08-28 00:00:00,2021-08-28 00:00:00,2021-08-28 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-08-28 00:00:00
2364,53.38,0,44,7,72,,,,,MOBL,MOBILE,UN_PWD,ALLOW,94544,CA,2/16/2018 11:45:37,1996-06-14 00:00:00,4/7/2021 19:0:51,4/7/2021,SCHPMT,P2P_COMMIT,P2P,4/7/2021
2365,24.23,13812.12,62,3,523,8/21/2017 4:8:14,t-mobile usa  inc.,southeast,tennessee,MOBL,,UN_PWD,ALLOW,96003,CA,,1998-08-06 00:00:00,3/27/2021 15:8:14,3/27/2021,SCHPMT,P2P_COMMIT,P2P,3/27/2021
2366,489.3,2439.5,49,1,0,6/4/2021 6:58:56,comcast,northeast,new york,MOBL,MOBILE,UN_PWD,ALLOW,28304,NC,,1988-04-16 00:00:00,1/9/2021 13:58:56,1/9/2021,SCHPMT,P2P_COMMIT,P2P,1/9/2021
2367,495.44,2265.08,31,4,1358,5/14/2018 16:56:55,hern labs ab,unknown,ostergotlands lan,ONLN,MOBILE,FACE_ID,CHALLENGE_SUCCESS,92780,CA,5/8/2019 23:50:5,1984-08-07 00:00:00,4/28/2021 20:14:46,4/28/2021,SCHPMT,P2P_COMMIT,P2P,4/28/2021
2368,168.07,444.73,61,4,669,1/7/2020 4:53:48,comcast,mountain,colorado,MOBL,DESKTOP,UN_PWD,ALLOW,84093,UT,,2002-05-24 00:00:00,6/16/2021 9:53:48,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021
2369,0.01,0,83,6,5,11/14/2017 12:7:20,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,77373,TX,7/8/2017 14:49:47,1996-01-06 00:00:00,3/27/2021 12:0:51,3/27/2021,SCHPMT,P2P_COMMIT,P2P,3/27/2021
2370,2.32,42027.1,53,6,403,,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,93030,CA,,2005-09-21 00:00:00,5/15/2021 15:32:50,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021
2371,0.01,0,23,4,36,1/4/2021 4:38:37,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78734,TX,,1998-02-01 00:00:00,2/17/2021 11:38:37,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021
2372,496.58,2262.16,48,10,1039,,hargray communications group  inc.,southeast,south carolina,MOBL,MOBILE,UN_PWD,ALLOW,89433,NV,10/4/2017 16:7:12,1994-09-08 00:00:00,6/5/2021 7:14:46,6/5/2021,SCHPMT,P2P_COMMIT,P2P,6/5/2021
2373,351.81,9091.71,50,8,231,2/1/2021 8:46:35,frontier communications of america  inc.,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,91724,CA,7/31/2019 12:13:16,1998-10-01 00:00:00,2/11/2021 12:46:35,2/11/2021,SCHPMT,P2P_COMMIT,P2P,2/11/2021
2374,323.2,12750.54,61,8,265,11/28/2018 17:40:36,comcast,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,91730,CA,,2010-02-08 00:00:00,5/30/2021 11:40:36,5/30/2021,SCHPMT,P2P_COMMIT,P2P,5/30/2021
2375,486.99,2400.96,65,2,877,,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,20746,MD,,1995-06-03 00:00:00,6/19/2021 21:14:46,6/19/2021,SCHPMT,P2P_COMMIT,P2P,6/19/2021
2376,489.18,4053.66,64,8,0,2/3/2021 17:56:55,,,,MOBL,MOBILE,UN_PWD,ALLOW,75460,TX,4/23/2020 9:42:6,1991-07-06 00:00:00,3/10/2021 15:14:46,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021
2377,2.89,1256.97,64,2,434,,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,80014,CO,,2002-10-19 00:00:00,2/4/2021 16:35:37,2/4/2021,SCHPMT,P2P_COMMIT,P2P,2/4/2021
2378,356.91,2970.72,46,1,54,12/10/2021 17:6:4,gigenet,great lakes,illinois,ONLN,PHONE,UN_PWD,ALLOW,90002,CA,,2014-02-14 00:00:00,4/28/2021 12:6:4,4/28/2021,SCHPMT,P2P_COMMIT,P2P,4/28/2021
2379,491.77,922.14,58,4,0,,cellco partnership dba verizon wireless,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,80631,CO,5/5/2020 16:50:5,1977-09-30 00:00:00,1/27/2021 16:17:23,1/27/2021,SCHPMT,P2P_COMMIT,P2P,1/27/2021
2380,490.25,9682.86,80,4,783,,cellco partnership dba verizon wireless,southeast,north carolina,MOBL,MOBILE,UN_PWD,ALLOW,86005,AZ,6/0/2021 11:53:38,1992-08-15 00:00:00,5/8/2021 11:14:46,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021
2381,4.98,109621.6,74,2,403,,comcast cable communications  llc,southeast,tennessee,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,33125,FL,,1972-10-21 00:00:00,3/10/2021 23:3:39,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021
