TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT,FRAUD_NONFRAUD
0.01,0,60,8,58,8/7/2021 7:13:23,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,90250,CA,7/25/2017 6:43:31,2002-06-30 00:00:00,7/18/2021 17:13:23,7/18/2021,SCHPMT,P2P_COMMIT,P2P,7/18/2021,Non-Fraud
44.56,0,76,3,630,2/27/2020 4:6:54,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78521,TX,,1988-01-26 00:00:00,1/4/2021 10:6:54,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021,Non-Fraud
0.01,0,52,4,1,5/17/2020 10:15:40,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,76209,TX,6/20/2019 6:24:37,1993-10-07 00:00:00,3/3/2021 12:15:40,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
461.01,2968.79,68,3,1555,2/28/2020 7:7:20,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,19701,DE,8/23/2018 4:18:28,2017-07-17 00:00:00,1/20/2021 1:0:51,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Non-Fraud
491.12,70968.36,42,0,0,2/28/2021 18:38:48,att services inc,southwest,california,ONLN,,UN_PWD,ALLOW,78665,TX,5/17/2020 11:53:51,1977-11-16 00:00:00,1/12/2021 12:38:48,1/12/2021,SCHPMT,P2P_COMMIT,P2P,1/12/2021,Fraud
485.53,34886.04,76,10,1678,7/3/2019 11:7:20,wholesale services provider,unknown,victoria,ONLN,MOBILE,UN_PWD,ALLOW,84081,UT,9/28/2020 9:45:37,1977-03-15 00:00:00,6/20/2021 15:0:51,6/20/2021,SCHPMT,P2P_COMMIT,P2P,6/20/2021,Non-Fraud
490.33,3655.5,71,5,1023,2/3/2021 12:11:20,,,,ONLN,MOBILE,UN_PWD,ALLOW,55305,MN,5/15/2020 13:50:5,2016-11-01 00:00:00,7/14/2021 10:11:20,7/14/2021,SCHPMT,P2P_COMMIT,P2P,7/14/2021,Fraud
458.5,0,60,6,134,4/1/2020 11:50:31,t-mobile usa  inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,90047,CA,2/8/2017 10:55:34,1988-02-25 00:00:00,3/29/2021 7:50:31,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021,Non-Fraud
49.85,3403.65,49,10,834,1/18/2017 8:7:12,at&t mobility llc,great lakes,illinois,ONLN,MOBILE,UN_PWD,ALLOW,80908,CO,5/29/2017 6:45:37,2013-01-13 00:00:00,3/9/2021 18:7:12,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021,Non-Fraud
490.61,23252.47,91,4,2304,3/12/2019 14:27:40,centurylink communications  llc,midwest,south dakota,ONLN,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,87107,NM,6/5/2021 6:50:5,1991-08-22 00:00:00,5/4/2021 16:27:40,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021,Fraud
52.84,164.87,50,5,1140,5/10/2018 4:7:20,comcast,great lakes,minnesota,MOBL,MOBILE,UN_PWD,ALLOW,90025,CA,3/9/2017 6:45:37,2014-07-17 00:00:00,4/4/2021 16:0:51,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021,Non-Fraud
481.8,10218.04,39,4,504,9/26/2020 7:39:28,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,94541,CA,12/23/2017 6:33:11,1987-04-28 00:00:00,6/15/2021 15:39:28,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
29.24,50.51,36,3,800,5/18/2020 9:7:20,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94544,CA,,2002-09-01 00:00:00,2/27/2021 13:0:51,2/27/2021,SCHPMT,P2P_COMMIT,P2P,2/27/2021,Non-Fraud
15.26,824.54,44,3,999,,horry telephone cooperative  inc.,southeast,south carolina,MOBL,MOBILE,FACE_ID,ALLOW,27610,NC,9/14/2020 16:38:53,1987-12-01 00:00:00,1/28/2021 7:10:15,1/28/2021,SCHPMT,P2P_COMMIT,P2P,1/28/2021,Non-Fraud
494.53,24360.18,84,2,0,6/15/2021 12:48:13,,,,MOBL,MOBILE,UN_PWD,ALLOW,33476,FL,2/0/2020 15:5:27,2020-06-18 00:00:00,6/19/2021 13:48:13,6/19/2021,SCHPMT,P2P_COMMIT,P2P,6/19/2021,Fraud
449.38,0,60,6,657,1/18/2020 8:42:45,charter communications inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,73401,OK,,1997-12-22 00:00:00,3/8/2021 7:42:45,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021,Non-Fraud
0.01,3111.05,67,3,0,2/3/2021 12:18:24,,,,ONLN,DESKTOP,UN_PWD,ALLOW,94539,CA,,1991-04-04 00:00:00,4/7/2021 12:18:24,4/7/2021,SCHPMT,P2P_COMMIT,P2P,4/7/2021,Fraud
81.29,3106.6,42,3,246,4/18/2020 11:49:59,united states cellular telephone company greater knoxville lp,mid atlantic,district of columbia,MOBL,MOBILE,FACE_ID,ALLOW,96097,CA,3/24/2020 10:26:31,1987-02-06 00:00:00,7/17/2021 13:49:59,7/17/2021,SCHPMT,P2P_COMMIT,P2P,7/17/2021,Non-Fraud
27.88,0,63,5,199,,charter communications inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,90810,CA,,1999-06-27 00:00:00,3/12/2021 11:57:15,3/12/2021,SCHPMT,P2P_COMMIT,P2P,3/12/2021,Non-Fraud
489.25,2130.75,57,8,777,3/3/2017 8:38:26,digitalocean  llc,southeast,georgia,MOBL,DESKTOP,UN_PWD,ALLOW,95709,CA,8/20/2020 23:11:32,1979-01-22 00:00:00,1/28/2021 13:38:26,1/28/2021,SCHPMT,P2P_COMMIT,P2P,1/28/2021,Fraud
490.21,1733.77,44,5,683,2/22/2017 18:26:26,comcast,pacific northwest,washington,ONLN,,UN_PWD,ALLOW,97386,OR,,1994-01-16 00:00:00,6/9/2021 13:26:26,6/9/2021,SCHPMT,P2P_COMMIT,P2P,6/9/2021,Fraud
490.42,4334.08,47,3,947,6/3/2021 12:20:42,,,,ONLN,MOBILE,UN_PWD,ALLOW,82009,WY,,1996-10-08 00:00:00,2/7/2021 10:20:42,2/7/2021,SCHPMT,P2P_COMMIT,P2P,2/7/2021,Fraud
331.29,3984.77,61,3,2066,,sjoberg s inc,great lakes,minnesota,ONLN,,UN_PWD,ALLOW,84117,UT,,2003-09-19 00:00:00,7/23/2021 11:25:35,7/23/2021,SCHPMT,P2P_COMMIT,P2P,7/23/2021,Fraud
115.86,5016.75,55,7,232,11/2/2020 6:54:37,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,75070,TX,,2001-10-01 00:00:00,1/4/2021 16:54:37,1/4/2021,SCHPMT,P2P_COMMIT,P2P,1/4/2021,Non-Fraud
33.49,0,54,6,20,7/17/2017 16:27:12,,,,ONLN,,AFA_PL,ALLOW,77429,TX,2/13/2017 7:1:10,2003-03-06 00:00:00,7/29/2021 19:27:12,7/29/2021,SCHPMT,P2P_COMMIT,P2P,7/29/2021,Non-Fraud
47.15,0,46,9,226,5/14/2020 13:7:20,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92509,CA,,1991-11-19 00:00:00,1/20/2021 15:0:51,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Non-Fraud
9.02,2354.33,61,8,3,11/3/2020 19:8:38,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,90249,CA,,1989-05-26 00:00:00,5/11/2021 6:8:38,5/11/2021,SCHPMT,P2P_COMMIT,P2P,5/11/2021,Non-Fraud
49.54,2954.79,60,9,537,,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,64133,MO,,2018-12-10 00:00:00,5/18/2021 16:51:52,5/18/2021,SCHPMT,P2P_COMMIT,P2P,5/18/2021,Non-Fraud
0.01,2165.53,61,3,128,,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,34746,FL,,2002-06-30 00:00:00,1/1/2021 9:15:21,1/1/2021,SCHPMT,P2P_COMMIT,P2P,1/1/2021,Non-Fraud
16.81,0,62,5,728,1/17/2019 13:24:4,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,34746,FL,,1995-06-10 00:00:00,3/17/2021 7:24:4,3/17/2021,SCHPMT,P2P_COMMIT,P2P,3/17/2021,Non-Fraud
5.67,0,21,3,744,4/11/2021 4:16:28,,,,MOBL,MOBILE,UN_PWD,ALLOW,77407,TX,,1995-09-22 00:00:00,5/15/2021 21:16:28,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021,Non-Fraud
161.73,755.49,29,5,467,5/18/2020 0:52:52,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85143,AZ,,1993-07-17 00:00:00,3/17/2021 15:52:52,3/17/2021,SCHPMT,P2P_COMMIT,P2P,3/17/2021,Non-Fraud
1332.22,688.03,37,6,265,11/25/2019 16:29:16,speedcast communications  inc,south central,texas,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,55414,MN,,1996-11-10 00:00:00,6/18/2021 4:29:16,6/18/2021,SCHPMT,P2P_COMMIT,P2P,6/18/2021,Non-Fraud
361.58,0,70,6,956,2/8/2021 4:3:36,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,89113,NV,7/8/2019 10:15:25,2004-06-01 00:00:00,6/21/2021 10:3:36,6/21/2021,SCHPMT,P2P_COMMIT,P2P,6/21/2021,Non-Fraud
489.18,2059.68,29,2,925,6/10/2020 17:56:55,suddenlink communications,southwest,arizona,MOBL,DESKTOP,TOUCH_ID,ALLOW,75173,TX,4/19/2021 9:35:4,2004-01-04 00:00:00,6/8/2021 14:14:46,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021,Fraud
389.02,1994.4,19,5,266,4/29/2020 3:4:18,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,93930,CA,,2001-03-13 00:00:00,1/17/2021 11:4:18,1/17/2021,SCHPMT,P2P_COMMIT,P2P,1/17/2021,Non-Fraud
492.63,3192.31,74,3,0,,,,,MOBL,DESKTOP,UN_PWD,ALLOW,60644,IL,7/25/2020 10:27:48,1999-03-26 00:00:00,3/14/2021 12:29:43,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Fraud
34.68,0,76,6,546,8/6/2021 9:48:22,cox communications inc.,southwest,california,ONLN,,FACE_ID,ALLOW,98038,WA,9/17/2018 6:45:37,2013-07-26 00:00:00,7/15/2021 19:48:22,7/15/2021,SCHPMT,P2P_COMMIT,P2P,7/15/2021,Non-Fraud
468.35,1099.42,64,3,327,3/20/2017 4:4:44,centurylink communications  llc,southwest,arizona,MOBL,PHONE,UN_PWD,ALLOW,91701,CA,8/8/2019 9:45:37,1990-11-27 00:00:00,7/15/2021 17:4:44,7/15/2021,SCHPMT,P2P_COMMIT,P2P,7/15/2021,Non-Fraud
486.93,2673.02,56,4,0,12/3/2020 15:0:39,,,,MOBL,MOBILE,UN_PWD,ALLOW,7103,NJ,6/8/2019 23:50:5,1988-02-16 00:00:00,1/13/2021 11:0:39,1/13/2021,SCHPMT,P2P_COMMIT,P2P,1/13/2021,Fraud
1.89,0,40,4,1308,,charter communications,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,92404,CA,7/9/2018 6:17:1,2017-06-24 00:00:00,7/23/2021 9:34:59,7/23/2021,SCHPMT,P2P_COMMIT,P2P,7/23/2021,Non-Fraud
8.37,812.53,93,4,59,7/16/2017 4:25:33,charter communications,southwest,california,MOBL,,UN_PWD,ALLOW,7666,NJ,,1984-11-14 00:00:00,3/12/2021 17:25:33,3/12/2021,SCHPMT,P2P_COMMIT,P2P,3/12/2021,Non-Fraud
0.01,0,24,4,167,5/23/2021 4:6:43,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,91744,CA,,1998-08-01 00:00:00,5/17/2021 13:6:43,5/17/2021,SCHPMT,P2P_COMMIT,P2P,5/17/2021,Non-Fraud
0.01,0,71,8,348,8/20/2018 4:1:22,cox communications inc.,southwest,nevada,MOBL,MOBILE,FACE_ID,ALLOW,95123,CA,7/8/2020 6:45:37,1987-12-24 00:00:00,2/5/2021 18:1:22,2/5/2021,SCHPMT,P2P_COMMIT,P2P,2/5/2021,Non-Fraud
492.33,4221.26,78,9,201,8/11/2020 12:30:51,hughes network systems,mountain,colorado,ONLN,DESKTOP,UN_PWD,ALLOW,87107,NM,3/2/2020 5:38:4,2000-09-01 00:00:00,1/20/2021 14:30:51,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Fraud
0.01,0,31,4,482,6/24/2020 6:6:9,at&t mobility llc,south central,texas,ONLN,MOBILE,AFA_PL,ALLOW,76116,TX,,1998-06-01 00:00:00,6/18/2021 10:6:9,6/18/2021,SCHPMT,P2P_COMMIT,P2P,6/18/2021,Non-Fraud
0.01,0,66,2,1191,,att services inc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,94544,CA,,1999-02-12 00:00:00,6/16/2021 16:26:49,6/16/2021,SCHPMT,P2P_COMMIT,P2P,6/16/2021,Non-Fraud
44.59,396.78,36,9,2097,,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,91008,CA,2/14/2020 12:0:6,1980-08-22 00:00:00,1/19/2021 18:35:58,1/19/2021,SCHPMT,P2P_COMMIT,P2P,1/19/2021,Non-Fraud
98.61,350.79,57,10,1699,2/8/2019 4:1:51,charter communications,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,10466,NY,12/11/2018 6:35:41,1998-04-27 00:00:00,6/1/2021 15:1:51,6/1/2021,SCHPMT,P2P_COMMIT,P2P,6/1/2021,Non-Fraud
48.21,0,61,3,660,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,92081,CA,,1979-09-07 00:00:00,5/6/2021 12:13:42,5/6/2021,SCHPMT,P2P_COMMIT,P2P,5/6/2021,Non-Fraud
491.34,2862.6,72,6,0,11/6/2020 22:22:32,,,,MOBL,DESKTOP,UN_PWD,ALLOW,85742,AZ,5/18/2021 11:0:7,2017-02-28 00:00:00,1/23/2021 12:22:32,1/23/2021,SCHPMT,P2P_COMMIT,P2P,1/23/2021,Fraud
488.12,3425.1,75,4,4,,sena wave,mountain,utah,ONLN,MOBILE,UN_PWD,ALLOW,77354,TX,5/0/2021 15:2:21,2017-03-12 00:00:00,2/13/2021 16:53:13,2/13/2021,SCHPMT,P2P_COMMIT,P2P,2/13/2021,Fraud
2.05,1752.35,72,2,1578,,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77449,TX,1/14/2021 6:45:37,1977-06-26 00:00:00,6/28/2021 13:54:47,6/28/2021,SCHPMT,P2P_COMMIT,P2P,6/28/2021,Non-Fraud
486.9,2304.6,22,3,1167,6/7/2021 12:20:39,,,,ONLN,DESKTOP,UN_PWD,ALLOW,72841,AR,9/4/2021 11:39:17,2002-04-12 00:00:00,4/24/2021 12:20:39,4/24/2021,SCHPMT,P2P_COMMIT,P2P,4/24/2021,Fraud
491.68,59574.64,46,16,448,6/29/2021 16:28:46,bec fiber,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,78247,TX,10/14/2020 10:54:45,1996-03-28 00:00:00,7/20/2021 4:28:46,7/20/2021,SCHPMT,P2P_COMMIT,P2P,7/20/2021,Fraud
491.37,2050.31,65,8,1859,,cable one  inc.,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,95051,CA,,1990-06-07 00:00:00,3/15/2021 16:5:27,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021,Fraud
2.99,0,61,3,377,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,23237,VA,1/8/2019 11:22:12,1997-11-13 00:00:00,7/9/2021 15:4:50,7/9/2021,SCHPMT,P2P_COMMIT,P2P,7/9/2021,Non-Fraud
492.23,3927.85,56,4,221,,winnebago cooperative telecom association,great lakes,minnesota,MOBL,DESKTOP,UN_PWD,ALLOW,34996,FL,5/15/2017 16:28:47,1996-05-16 00:00:00,3/10/2021 16:49:56,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Fraud
165.47,100252.05,16,6,1184,,yucca telecom,mountain,new mexico,ONLN,TABLET,AFA_PL,ALLOW,85207,AZ,9/8/2019 22:4:40,1999-09-14 00:00:00,5/28/2021 10:16:25,5/28/2021,SCHPMT,P2P_COMMIT,P2P,5/28/2021,Non-Fraud
492.51,2280.63,64,7,70,,kelly supply company,midwest,nebraska,MOBL,MOBILE,UN_PWD,ALLOW,88007,NM,5/28/2018 11:9:11,1991-08-01 00:00:00,7/22/2021 21:24:14,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021,Fraud
4.29,0,50,6,1373,6/15/2021 4:32:23,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77075,TX,,2001-03-31 00:00:00,2/11/2021 15:32:23,2/11/2021,SCHPMT,P2P_COMMIT,P2P,2/11/2021,Non-Fraud
577.65,660.42,43,17,1719,,san diego county office of education,southwest,california,MOBL,PHONE,UN_PWD,ALLOW,60607,IL,,1975-02-22 00:00:00,4/30/2021 15:48:33,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021,Non-Fraud
12.95,0,67,2,266,5/22/2020 4:31:53,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85339,AZ,,1987-01-26 00:00:00,4/29/2021 19:31:53,4/29/2021,SCHPMT,P2P_COMMIT,P2P,4/29/2021,Non-Fraud
0.01,0,44,5,46,5/9/2019 9:0:37,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77009,TX,,2003-02-18 00:00:00,3/10/2021 9:0:37,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Non-Fraud
489.56,2834.33,78,2,0,2/19/2021 4:32:47,,,,ONLN,DESKTOP,UN_PWD,ALLOW,89509,NV,5/2/2021 14:30:45,1997-06-01 00:00:00,4/9/2021 16:32:47,4/9/2021,SCHPMT,P2P_COMMIT,P2P,4/9/2021,Fraud
7.64,12122.42,52,8,400,5/8/2019 2:7:20,comcast,mountain,colorado,ONLN,MOBILE,FACE_ID,ALLOW,76065,TX,6/9/2019 4:23:28,2009-07-30 00:00:00,6/18/2021 10:0:51,6/18/2021,SCHPMT,P2P_COMMIT,P2P,6/18/2021,Non-Fraud
11.58,0,73,5,1774,10/18/2019 9:56:29,,,,ONLN,MOBILE,UN_PWD,ALLOW,92503,CA,,1991-07-24 00:00:00,2/18/2021 14:56:29,2/18/2021,SCHPMT,P2P_COMMIT,P2P,2/18/2021,Non-Fraud
489.23,4034.55,58,5,182,11/26/2020 17:21:20,dakota carrier network,midwest,north dakota,MOBL,MOBILE,UN_PWD,ALLOW,97051,OR,5/18/2021 13:10:35,1984-03-23 00:00:00,1/12/2021 14:21:20,1/12/2021,SCHPMT,P2P_COMMIT,P2P,1/12/2021,Fraud
462.76,664.59,23,3,102,12/6/2017 19:35:59,t-mobile usa  inc.,mid atlantic,virginia,ONLN,PHONE,UN_PWD,ALLOW,73566,OK,,1992-12-24 00:00:00,8/12/2021 23:35:59,8/12/2021,SCHPMT,P2P_COMMIT,P2P,8/12/2021,Non-Fraud
931.4,17128.08,46,16,846,11/30/2020 4:7:20,ps lightwave,south central,texas,ONLN,MOBILE,AFA_PL,ALLOW,31520,GA,,1999-10-01 00:00:00,7/5/2021 12:0:51,7/5/2021,SCHPMT,P2P_COMMIT,P2P,7/5/2021,Non-Fraud
489.51,2172.43,74,9,270,10/13/2021 13:7:33,,,,ONLN,MOBILE,UN_PWD,ALLOW,90604,CA,,1990-10-25 00:00:00,3/9/2021 12:7:33,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021,Fraud
4.73,95.39,68,9,933,5/2/2021 18:7:20,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,FACE_ID,ALLOW,8004,NJ,,1983-08-19 00:00:00,2/16/2021 23:0:51,2/16/2021,SCHPMT,P2P_COMMIT,P2P,2/16/2021,Non-Fraud
28.35,0,46,3,1966,2/26/2018 18:28:38,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,94589,CA,,1996-12-07 00:00:00,5/12/2021 20:28:38,5/12/2021,SCHPMT,P2P_COMMIT,P2P,5/12/2021,Non-Fraud
493.29,10132.04,47,6,894,7/3/2019 14:56:55,comcast,southeast,georgia,ONLN,MOBILE,TOUCH_ID,ALLOW,89110,NV,5/30/2020 7:4:11,1968-12-02 00:00:00,6/23/2021 10:14:46,6/23/2021,SCHPMT,P2P_COMMIT,P2P,6/23/2021,Fraud
490.57,3127.31,23,7,0,6/3/2021 10:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,93117,CA,4/15/2020 8:27:41,1996-02-28 00:00:00,4/19/2021 10:14:46,4/19/2021,SCHPMT,P2P_COMMIT,P2P,4/19/2021,Fraud
0.23,10070.96,69,4,88,5/18/2020 4:43:31,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90003,CA,,2019-01-19 00:00:00,7/4/2021 10:43:31,7/4/2021,SCHPMT,P2P_COMMIT,P2P,7/4/2021,Non-Fraud
14.18,4048.86,74,2,272,2/7/2019 4:17:47,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,95973,CA,,2015-02-20 00:00:00,3/14/2021 19:17:47,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Non-Fraud
96.7,80.42,60,3,250,3/2/2017 11:7:20,comcast,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,85206,AZ,,1980-04-07 00:00:00,5/1/2021 8:0:51,5/1/2021,SCHPMT,P2P_COMMIT,P2P,5/1/2021,Non-Fraud
487.5,2830,79,4,0,8/3/2020 6:17:58,,,,ONLN,DESKTOP,UN_PWD,ALLOW,60624,IL,5/27/2020 9:50:5,2001-07-01 00:00:00,3/9/2021 7:17:58,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021,Fraud
0.01,0,46,9,124,12/18/2020 5:7:20,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,90604,CA,,2015-03-30 00:00:00,3/29/2021 11:0:51,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021,Non-Fraud
400.62,15475.76,16,6,270,,rcn,northeast,massachusetts,MOBL,PHONE,UN_PWD,ALLOW,94505,CA,,2001-08-09 00:00:00,7/21/2021 10:21:9,7/21/2021,SCHPMT,P2P_COMMIT,P2P,7/21/2021,Non-Fraud
83.54,3517.83,78,3,263,3/30/2020 8:54:26,charter communications,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,99603,AK,,2021-11-19 00:00:00,2021-11-19 00:00:00,2021-11-19 00:00:00,SCHPMT,P2P_COMMIT,P2P,2021-11-19 00:00:00,Fraud
493.71,9840.71,91,8,1970,2/3/2020 12:56:55,,,,ONLN,,UN_PWD,CHALLENGE_SUCCESS,99508,AK,5/16/2020 6:43:15,1997-04-14 00:00:00,4/10/2021 14:14:46,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021,Fraud
2.71,0,63,4,131,2/14/2020 15:26:23,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77062,TX,,1999-09-01 00:00:00,5/2/2021 16:26:23,5/2/2021,SCHPMT,P2P_COMMIT,P2P,5/2/2021,Non-Fraud
0.01,147013.67,27,30,1545,6/18/2020 5:20:15,riviera telephone company  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,30013,GA,8/16/2021 19:40:23,1981-11-28 00:00:00,1/28/2021 23:20:15,1/28/2021,SCHPMT,P2P_COMMIT,P2P,1/28/2021,Non-Fraud
57.68,1087.02,62,3,486,,batelco jordan,unknown,`amman,ONLN,MOBILE,UN_PWD,ALLOW,91978,CA,12/7/2019 6:48:55,2003-06-28 00:00:00,2/26/2021 8:0:51,2/26/2021,SCHPMT,P2P_COMMIT,P2P,2/26/2021,Non-Fraud
14.37,0,36,5,806,4/18/2020 2:7:20,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,93905,CA,,1995-03-20 00:00:00,6/25/2021 15:0:51,6/25/2021,SCHPMT,P2P_COMMIT,P2P,6/25/2021,Non-Fraud
23.51,82392.25,20,12,306,7/22/2017 11:44:59,golden valley cable and communications inc,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,90007,CA,,2001-01-05 00:00:00,2/25/2021 12:44:59,2/25/2021,SCHPMT,P2P_COMMIT,P2P,2/25/2021,Non-Fraud
491.38,4586.59,73,7,0,1/9/2021 10:51:7,,,,ONLN,MOBILE,UN_PWD,ALLOW,55353,MN,5/0/2021 13:49:27,2003-11-01 00:00:00,3/22/2021 9:51:7,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Fraud
477,2731.01,38,10,395,,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,91763,CA,11/30/2019 15:23:8,1999-05-25 00:00:00,7/5/2021 0:48:29,7/5/2021,SCHPMT,P2P_COMMIT,P2P,7/5/2021,Non-Fraud
59.13,0,41,5,1685,,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,89436,NV,,2000-07-11 00:00:00,2/17/2021 8:3:3,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021,Non-Fraud
492.75,2072.53,61,4,1719,6/11/2020 19:14:39,,,,ONLN,,UN_PWD,ALLOW,92865,CA,5/21/2020 23:50:5,1987-03-08 00:00:00,6/23/2021 12:14:39,6/23/2021,SCHPMT,P2P_COMMIT,P2P,6/23/2021,Fraud
486.51,2892.77,21,2,0,6/14/2020 12:57:24,,,,MOBL,MOBILE,UN_PWD,ALLOW,94605,CA,5/2/2020 23:46:46,1999-06-07 00:00:00,3/20/2021 11:57:24,3/20/2021,SCHPMT,P2P_COMMIT,P2P,3/20/2021,Fraud
484.97,3117.21,45,5,0,1/8/2020 12:26:49,,,,MOBL,MOBILE,UN_PWD,ALLOW,88005,NM,5/10/2020 13:50:5,1990-09-04 00:00:00,3/26/2021 8:26:49,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021,Fraud
0.01,0,48,6,57,12/11/2020 12:16:35,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,FACE_ID,ALLOW,92651,CA,,2001-11-26 00:00:00,6/13/2021 19:16:35,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021,Non-Fraud
